iv_f6ad7f39	IV2601-031	ENC162-PDH		2026-01-27	1100000	paid						17002025	บ้านหนองขนาก ม.7 ต.เขาเจ็ดลูก อ.ทับคล้อ จ.พิจิตร (6901-01)	00741	องค์การบริหารส่วนตำบลเขาเจ็ดลูก	2026-01-27	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-02-09	09.02.2026 เงินเข้าแล้ว / คุณผดุงศักดิ์ 081-6059784	AR2601-033	100	6901-01
iv_182983b9	IV2601-030	ENC161-PDH		2026-01-27	1100000	paid						16902025	บ้านเขาตะพานนาก ม.2 ต.เขาเจ็ดลูก อ.ทับคล้อ จ.พิจิตร (6901-01)	00741	องค์การบริหารส่วนตำบลเขาเจ็ดลูก	2026-01-27	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-02-09	09.02.2026 เงินเข้าแล้ว / คุณผดุงศักดิ์ 081-6059784	AR2601-032	100	6901-01
iv_e8c54624	IV2601-029			2026-01-21	135000	paid						0012182025	SV-790-PL-บ้านทุ่งเจ้า ม.4 ต.แม่เปา อ.พญาเม็งราย จ.เชียงราย (SV-6305-01)	00076	องค์การบริหารส่วนตำบลแม่เปา	2026-01-21	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2026-02-16	16.02.2026 เงินเข้าแล้ว	AR2601-031	1	SV-6305-01
iv_e83e0c7d	IV2601-028	ENC163-PDH		2026-01-23	1299500	paid						17902025	บริเวณด้านหลังเทศบาลบ้านเพชรภูเขียว ม.1 ต.บ้านเพชร อ.ภูเขียว จ.ชัยภูมิ (6801-01)	00910	เทศบาลตำบลบ้านเพชรภูเขียว	2026-01-23	LIT	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-02-13	13.02.2026 เงินเข้าแล้ว / คุณอร 095-6137541	AR2601-030	100	6801-01
iv_5de7da75	IV2601-023	ENC159-PLS		2026-01-08	2160000	paid						16802025	หนองแสง ม.1 ต.ศรีสว่าง อ.นาโพธิ์ จ.บุรีรัมย์ (6901-01)	00738	องค์การบริหารส่วนตำบลศรีสว่าง	2026-01-08	LIT	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-02-24	24.02.2026 เงินเข้าแล้ว / คุณกมลวรรณ 063-756-6243	AR2601-023	1	6901-01
iv_4765feb9	IV2601-022	INS055-PD		2026-01-12	1100000	paid						15802025	บ้านร่องบอน ม.12 ต.ม่วงคำ อ.พาน จ.เชียงราย (6901-01)	00848	องค์การบริหารส่วนตำบลม่วงคำ	2026-01-12	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2026-02-12	12.02.2026 เงินเข้าแล้ว / คุณเชอร์รี่ 085-7198563	AR2601-021	100	6901-01
iv_ee0681b1	IV2601-021	INS054-PD		2026-01-12	1100000	paid						15702025	บ้านสันปู่ย่า ม.11 ต.ม่วงคำ อ.พาน จ.เชียงราย (6901-01)	00848	องค์การบริหารส่วนตำบลม่วงคำ	2026-01-12	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2026-02-12	12.02.2026 เงินเข้าแล้ว / คุณเชอร์รี่ 085-7198563	AR2601-022	100	6901-01
iv_4f66624b	IV2601-020	ENC153-PIIS		2026-01-13	4392000	paid						14302025	บ้านสายห้วย ม.8 ต.วังสำโรง อ.บางมูลนาก จ.พิจิตร (6813-02)	00900	ที่ทำการปกครองอำเภอบางมูลนาก	2026-01-13	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-02-10	10.02.2026 เงินเข้าแล้ว / คุณจันทร์ 063-9024579	AR2601-020	2	6813-02
iv_97490515	IV2601-019	ENC155-PL		2026-01-12	2156000	paid						14702025	บ้านทุ่ง ม.2 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)	00682	เทศบาลตำบลหลวงใต้	2026-01-12	LIT	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-01-30	30.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331	AR2601-015	1	6801-01
iv_fd546dc5	IV2601-018	ENC149-PD		2026-01-12	1099000	paid						13902025	บ้านดง ม.7 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)	00682	เทศบาลตำบลหลวงใต้	2026-01-12	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-01-28	28.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331	AR2601-016	100	6801-01
iv_f5afe9d5	IV2601-017	ENC148-PD		2026-01-12	1099000	paid						13802025	บ้านทุ่งสุ่ม ม.5 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)	00682	เทศบาลตำบลหลวงใต้	2026-01-12	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-01-28	28.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331	AR2601-017	100	6801-01
iv_ceaf6106	IV2601-016	ENC147-PD		2026-01-12	1099000	paid						13702025	บ้านน้ำล้อม ม.3 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)	00682	เทศบาลตำบลหลวงใต้	2026-01-12	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-01-28	28.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331	AR2601-018	100	6801-01
iv_5c24323d	IV2601-015	ENC146-PD		2026-01-12	1099000	paid						13602025	บ้านน้ำจำ ม.1 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)	00682	เทศบาลตำบลหลวงใต้	2026-01-12	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-01-28	28.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331	AR2601-019	100	6801-01
iv_35602326	IV2601-014	ENC156-PLS		2026-01-06	2160000	paid						15502025	บ้านสระแก ม.7 ต.ทองหลาง อ.บ้านใหม่ไชยพจน์ จ.บุรีรัมย์ (6901-01)	00903	องค์การบริหารส่วนตำบลทองหลาง	2026-01-06	LIT	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-02-23	23.02.2026 เงินเข้าแล้ว / คุญวิทยา 062-5240398	AR2601-014	1	6901-01
iv_e4d5fb4e	IV2601-013			2026-01-05	134000	paid						001772025	SV-641-PL-บ้านสันกองใหม่ ม.9 ต.แม่ไร่  อ.แม่จัน จ.เชียงราย  (SV-6805-01)	00329	เทศบาลตำบลแม่ไร่	2026-01-05	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2026-01-26	14.01.2026 ส่งมอบงานแล้ว (รอใบตรวจรับงาน)	AR2601-012	2	SV-6805-01
iv_290fcc8c	IV2601-012			2026-01-05	134000	paid						001762025	SV-640-PL-บ้านป่ากว๋าว ม.1 ต.แม่ไร่ อ.แม่จัน จ.เชียงราย   (SV-6805-01)	00021	เทศบาลตำบลแม่ไร่	2026-01-05	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2026-01-26	14.01.2026 ส่งมอบงานแล้ว (รอใบตรวจรับงาน)	AR2601-013	2	SV-6805-01
iv_1622aba9	IV2601-011	AW147-PL		2026-01-07	2158000	paid						14502025	บ้านพลับ ม.4 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร (6801-01)	00496	องค์การบริหารส่วนตำบลดู่ทุ่ง	2026-01-07	LIT	เขต 7	5.โครงการที่รับเงินแล้วสะสม	2026-02-18	18.02.2026 เงินเข้าแล้ว / คุณเสาวนีย์ 094-9635142	AR2601-010	1	6801-01
iv_d3972ad4	IV2601-010	ENC150-STIIS		2026-01-07	3090000	paid						14002025	บ้านซับสมบูรณ์ ม.1 ต.ซับสมบูรณ์ อ.วิเชียรบุรี จ.เพชรบูรณ์ (6813-02)	00899	ที่ทำการปกครองอำเภอวิเชียรบุรี	2026-01-07	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-03-12	12.03.2026 เงินเข้าแล้ว / คุณนิว 093-7919416	AR2601-011	2	6813-02
iv_39d7a10c	IV2601-003	TTI053-STIIS		2026-01-06	2351600	paid						14802025	บ้านดงสวาง ม.6 ต.สงเปลือย อ.นามน จ.กาฬสินธุ์ (6801-01)	00179	เทศบาลตำบลสงเปลือย	2026-01-06	LIT	เขต 7	5.โครงการที่รับเงินแล้วสะสม	2026-02-11	11.02.2026 เงินเข้าแล้ว / คุณหน่อง 098-6628398	AR2601-001	1	6801-01
iv_870e6510	IV2601-002	STR065-STIIS		2026-01-06	5132000	paid						13402025	บ้านหนองแก ม.3 ต.ไร่ใหม่ อ.สามร้อยยอด จ.ประจวบคีรีขันธ์ (6802-01)	00780	ที่ทำการปกครองอำเภอสามร้อยยอด	2026-01-06	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2026-02-09	09.02.2026 เงินเข้าแล้ว	AR2601-002	100	6802-01
iv_335cf566	IV2601-001	ENC132-PL		2026-01-05	3204000	paid						10102025	บ้านป่าตาล ม.2 ต.เถินบุรี อ.เถิน จ.ลำปาง (6801-01)	00739	เทศบาลตำบลเถินบุรี	2026-01-05	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-01-23	23.01.2026 เงินเข้าแล้ว	AR2601-003	2	6801-01
iv_ace5137d	IV2512-015	AW141-PL		2025-12-22	2101064.32	paid						29202024	บ้านนาไคร้ ม.7 ต.กุดหว้า อ.กุฉินารายณ์ จ.กาฬสินธุ์ (6801-01)	00822	องค์การบริหารส่วนตำบลนาไคร้	2025-12-22	WTP	เขต 7	5.โครงการที่รับเงินแล้วสะสม	2026-02-24	24.02.2026 เงินเข้าแล้ว / คุณหยก 0812607536	AR2512-015	1	6801-01
iv_0215e980	IV2512-014	ENC145-PM		2025-12-23	2037000	paid						12902025	วัดสารภีพระเจ้าตนหลวงล้านเหรียญทันใจ ม.6 ต.แม่คือ อ.ดอยสะเก็ด จ.เชียงใหม่ (6801-01)	00324	เทศบาลตำบลแม่คือ	2025-12-23	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-01-09	09.01.2026 เงินเข้าแล้ว	AR2512-014	2	6801-01
iv_b2cdfae5	IV2512-013	ENC131-PL		2025-12-22	3217951.8	paid						10002025	บ้านแม่กัวะ ม.4 ต.แม่กัวะ อ.สบปราบ จ.ลำปาง (6801-01)	00881	องค์การบริหารส่วนตำบลแม่กวัะ	2025-12-22	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2026-01-19	19.01.2026 เงินเข้าแล้ว	AR2512-013	2	6801-01
